company_name,stand_number,ai-start,ai-data-mess,mtd-volume,mtd-clients,margin,hiring,retention,burnout,docs,chasing,defensible-files,aml,disconnected,ai-roi,advisory,advisory-charge,winning,ai-team,cyber,penalties,frs102,portal,ai-govern,ai-skills,onboarding,month-end,bankfeeds,cpd,career,leadership,cashflow,pe,exit,outsource,niche,cross-border,rd,top_tags
Spendesk,220,0.60,0.60,0.00,0.00,0.30,0.00,0.00,0.30,0.60,0.60,0.30,0.00,0.60,0.60,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.30,0.00,0.30,0.80,0.30,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,month-end(0.80)|cashflow(0.80)|ai-start(0.60)
Spinal,515,0.60,0.30,0.00,0.00,0.70,0.00,0.00,0.60,0.00,1.00,0.30,0.00,0.60,0.80,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,chasing(1.00)|cashflow(0.90)|ai-roi(0.80)
TaxConnex,140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,cross-border(0.60)|portal(0.30)
TD SYNNEX,460,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.30,0.00,0.00,0.60,0.00,0.00,0.60,0.60,0.00,0.20,0.00,0.00,0.30,0.00,0.00,0.20,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,disconnected(0.60)|advisory-charge(0.60)|winning(0.60)
The CFO Centre Group Ltd,445,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,0.30,0.80,0.60,0.80,0.00,0.00,0.30,0.00,month-end(0.80)|cashflow(0.80)|exit(0.80)
The Electric Car Scheme,424,0.00,0.00,0.00,0.00,0.30,0.60,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,retention(0.70)|hiring(0.60)|margin(0.30)
The Order to Cash Laboratory Ltd,130,0.30,0.60,0.00,0.00,0.30,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.60,0.60,0.80,0.30,0.00,0.60,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.80,0.00,0.60,0.00,0.30,0.80,0.00,0.00,0.00,0.00,0.00,0.00,advisory(0.80)|month-end(0.80)|cashflow(0.80)
Thrive Operations Ltd,464,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Vision33,314,0.60,0.70,0.00,0.00,0.00,0.00,0.00,0.30,0.40,0.00,0.50,0.00,0.80,0.60,0.00,0.60,0.30,0.40,0.00,0.00,0.00,0.30,0.40,0.00,0.30,0.80,0.30,0.00,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.30,0.00,disconnected(0.80)|month-end(0.80)|ai-data-mess(0.70)
Webexpenses,525,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.30,0.00,0.80,0.60,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,chasing(0.80)|defensible-files(0.60)|month-end(0.60)
WMA,134,0.00,0.60,0.00,0.00,0.30,0.00,0.00,0.30,0.40,0.50,0.60,0.00,0.30,0.70,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,ai-roi(0.70)|cashflow(0.70)|ai-data-mess(0.60)
Wolters Kluwer,114,0.00,0.20,0.70,0.30,0.20,0.00,0.00,0.20,0.30,0.00,0.60,0.40,0.30,0.00,0.20,0.00,0.00,0.00,0.20,0.60,0.40,0.00,0.00,0.00,0.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.20,mtd-volume(0.70)|defensible-files(0.60)|penalties(0.60)
Women in Banking and Finance,200,0.00,0.00,0.00,0.00,0.60,0.80,0.80,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.60,0.80,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,hiring(0.80)|retention(0.80)|career(0.80)
Workday,324,0.30,0.60,0.00,0.00,0.00,0.00,0.30,0.20,0.30,0.00,0.40,0.00,0.80,0.60,0.00,0.00,0.00,0.30,0.20,0.00,0.00,0.00,0.40,0.20,0.00,0.80,0.30,0.00,0.00,0.00,0.70,0.00,0.00,0.00,0.00,0.20,0.00,disconnected(0.80)|month-end(0.80)|cashflow(0.70)
Yooz E-Invoicing & Purchase-to-Pay Automation,110,0.30,0.60,0.00,0.00,0.30,0.00,0.00,0.40,0.80,0.30,0.60,0.00,0.40,0.70,0.00,0.00,0.00,0.30,0.40,0.00,0.00,0.30,0.40,0.00,0.40,0.50,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.30,0.00,docs(0.80)|ai-roi(0.70)|ai-data-mess(0.60)
Accounting Bookkeepers UK Ltd,1373,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,mtd-volume(0.30)|chasing(0.30)|month-end(0.30)
Association of Accounting Technicians,224,0.00,0.00,0.00,0.30,0.00,0.30,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.80,0.00,0.00,0.00,1.00,0.80,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,cpd(1.00)|ai-skills(0.80)|career(0.80)
Everest ERP,520,0.60,0.70,0.30,0.00,0.40,0.00,0.00,0.50,0.60,0.50,0.60,0.20,0.80,0.60,0.00,0.00,0.00,0.50,0.20,0.00,0.00,0.30,0.50,0.40,0.50,0.80,0.40,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.50,0.00,disconnected(0.80)|month-end(0.80)|ai-data-mess(0.70)
Hartley by Clarity HQ,1475,0.60,0.70,0.00,0.00,0.80,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.30,0.80,1.00,0.80,0.30,0.30,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,advisory(1.00)|margin(0.80)|ai-roi(0.80)
Market Intelligence Hub,970,0.60,0.30,0.40,0.30,0.50,0.40,0.40,0.20,0.00,0.00,0.00,0.20,0.30,0.70,0.50,0.30,0.50,0.40,0.20,0.40,0.30,0.00,0.40,0.50,0.00,0.20,0.00,0.60,0.40,0.50,0.30,0.40,0.30,0.40,0.50,0.30,0.20,ai-roi(0.70)|ai-start(0.60)|cpd(0.60)
National CRC Group Limited 1074,1074,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
Nume - The AI CFO for accountants,1942,0.60,0.70,0.30,0.00,0.70,0.60,0.30,0.60,0.20,0.00,0.00,0.00,0.40,0.80,0.80,0.70,0.60,0.50,0.00,0.00,0.00,0.30,0.30,0.20,0.00,0.80,0.00,0.00,0.00,0.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,ai-roi(0.80)|advisory(0.80)|month-end(0.80)
The 15-Minute Guy,1762,0.00,0.00,0.00,0.00,0.60,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.60,0.60,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.70,0.00,0.00,0.00,0.00,0.00,0.60,0.00,0.00,winning(0.80)|career(0.70)|margin(0.60)
